Job Title,Hourly/Fixed,Budget,Level,Skills
Etsy Shop Setup Expert Needed,Fixed price,"Est. budget:
$100.00",Intermediate,"SEO Content, Set Up Etsy Site, Marketing, Etsy Listing, Marketing Strategy, Search Engine Optimization"
"Framer expert who knows javascript (typescript, react)",Hourly: $25.00 - $40.00,N/A,Expert,"JavaScript, TypeScript, React"
Build a Mobile Application for Bike and Cycle Booking,Hourly: $5.00 - $10.00,N/A,Expert,"Hybrid App Development, Mobile App Development, MongoDB, MySQL, iOS, Android, User Authentication, +3"
Web App Development for Music Notation Extraction,Fixed price,"Est. budget:
$500.00",Intermediate,"JavaScript, Python, C#, Node.js, Data Scraping"
Flutter App Upgrade from Version 2 to Version 3,Fixed price,"Est. budget:
$250.00",Intermediate,"Mobile App Development, Smartphone, Android, Flutter, iOS"
Cherrington Media Software Setup Assistance,Hourly: $20.00 - $75.00,N/A,Intermediate,"Web Development, WordPress, Social Media Marketing, Facebook, Administrative Support"
Full Stack Developer with Strapi Expertise Needed,Hourly,N/A,Expert,"Web Development, JavaScript, Node.js, API, React"
Wordpress Plugin Developer For Travel Project,Fixed price,"Est. budget:
$100.00",Intermediate,"WordPress Plugin, WordPress, PHP, API"
Plugin Wordpress : Image URL rewriting based on alt field,Fixed price,"Est. budget:
$100.00",Expert,"WordPress, PHP, WordPress Plugin"
Ios / android Story Generator for Kids,Hourly,N/A,Intermediate,"Mobile App Development, Android App Development, iOS Development, Android, iOS, Swift, +4"
Instagram API Manager Needed,Hourly,N/A,Intermediate,"Instagram, API, Instagram API, Social Media Management"
Create an algorand shop online for actual products,Fixed price,"Est. budget:
$500.00",Entry Level,"Blockchain Security, Algorand, Web3, HTML"
Clone web site,Fixed price,"Est. budget:
$100.00",Intermediate,"Web Development, Web Design, HTML, CSS, PHP"
PostHog Dashboard Creation Expert Needed,Hourly,N/A,Intermediate,"Web Development, Dashboard, SQL, Data Analysis Expressions, Data Visualization, Microsoft Excel, +5"
I need to find windows-based android emulator that accesses webcam,Fixed price,"Est. budget:
$30.00",Entry Level,
WordPress Developer | Multi-Location Site,Hourly: $14.00 - $28.00,N/A,Intermediate,"WordPress Development, WordPress, CSS, JavaScript"
Crypto Plinko Ball Game Development,Fixed price,"Est. budget:
$400.00",Intermediate,"Game Development, Game Design, C++, JavaScript, C#"
React/Next.js Developer Needed for Exciting Project,Hourly: $15.00 - $30.00,N/A,Intermediate,"Next.js, React, JavaScript, Node.js, Redux, TypeScript, HTML, CSS"
SaaS Devolper,Hourly,N/A,Expert,"Python, SaaS, FlutterFlow, API, App Design"
Shopify Code Editing and Customization,Hourly,N/A,Expert,"Web Development, Shopify, HTML, CSS, JavaScript"
Experienced Payment Systems Engineer for EBT/SNAP Integration,Hourly,N/A,Expert,"API, PCI DSS"
Stripe Integration with BBPOS Wise Pad 3 Terminal,Fixed price,"Est. budget:
$150.00",Intermediate,"API, JavaScript, PHP, C#, .NET Framework"
"Developer who specializes in RPA, Zapier, automation tools",Hourly: $75.00 - $100.00,N/A,Expert,"n8n, Data Extraction, Python, Automation, Zapier"
Sr. PM (Property & Casualty),Hourly: $15.00 - $18.00,N/A,Expert,Project Management
Node.js Backend Developer Needed for Exciting Project,Hourly: $15.00 - $35.00,N/A,Intermediate,"Node.js, JavaScript, RESTful API, API"
App Development for Home Maintenance Services,Hourly: $3.00 - $4.00,N/A,Intermediate,"Android, Smartphone, iOS, User Authentication, Tablet"
[$250] Receipts emailed to receipts@expensify.com are not added to Search #53272 - Expensify,Fixed price,"Est. budget:
$250.00",Intermediate,
Crypto Xaman Wallet Recovery Specialist Needed,Fixed price,"Est. budget:
$100.00",Expert,"Blockchain, Cryptocurrency, Encryption, Bitcoin, Android"
Shopify Website Revamp and Product Management,Hourly: $8.00 - $10.00,N/A,Intermediate,"Web Development, Shopify, Web Design, Shopify Templates, Graphic Design"
Xrp token integration into the ledger and xuum api,Fixed price,"Est. budget:
$5,000.00",Expert,"API Development, Blockchain, API, Cryptocurrency, API Integration"
Website Rebuild for Duda Platform,Hourly: $15.00 - $30.00,N/A,Intermediate,"Web Development, Web Design, Mockup, Website Redesign, CSS"
Landing Page and Bridge Page Creation for Video Campaign,Hourly,N/A,Intermediate,"Graphic Design, Web Design, WordPress, Adobe Photoshop, Landing Page"
JR Python Developer,Hourly: $3.00 - $5.00,N/A,Intermediate,"Full-Stack Development, React, SaaS, PHP, C++, Python, API, HTML, JavaScript"
Full-Stack Developer Needed for Innovative Learning Management System,Hourly,N/A,Intermediate,"Full-Stack Development, PostgreSQL, ExpressJS, TypeScript, React, Tailwind CSS, Remix"
Shopify Developer Needed for Website Conversion Optimization,Hourly: $12.00 - $27.00,N/A,Intermediate,"Web Development, Shopify, Web Design, HTML, CSS"
Fix Heroku App Backend Connection,Hourly,N/A,Expert,"Heroku, Node.js"
Build a Beehiiv Website for me,Hourly: $15.00 - $30.00,N/A,Intermediate,"Web Development, Website, Graphic Design"
Automation Development in n8n & Agentic Workflows,Hourly: $10.00 - $15.00,N/A,Intermediate,"n8n, API Integration, Business Process Automation, Automation, API, Marketing Automation"
AI Chatbot Developer for Public Transport Web App,Fixed price,"Est. budget:
$500.00",Intermediate,"Chatbot Development, Python, Artificial Intelligence, JavaScript, API"
Full Stack React Native Developer,Fixed price,"Est. budget:
$800.00",Intermediate,"Mobile App Development, React Native, MongoDB, React, Node.js, Smartphone"
[$250] Compose box > Create - `Pay {userName}` emit no sound after click on `Pay elsewhere` #54725 - Expensify,Fixed price,"Est. budget:
$250.00",Intermediate,
I am looking for someone who is a master at WordPress and animation,Fixed price,"Est. budget:
$5.00",Expert,"Web Development, WordPress, Graphic Design, Web Design, Animation, CSS, Adobe Photoshop, +3"
Upgrade Existing Shopify Store,Hourly,N/A,Intermediate,"Front-End Development, SCSS, JavaScript, HTML, Node.js, React, CSS, HTML5, Liquid, Shopify"
House Party Booking System,Hourly,N/A,Expert,"Node.js, TypeScript, Tailwind CSS"
Making a shopify car parfume subscription site. Every month 1 car parfum,Hourly: $12.00 - $27.00,N/A,Intermediate,"PayPal, Shopify, Web Design, Graphic Design"
Full Stack MERN Developer,Hourly: $8.00 - $15.00,N/A,Expert,"Twilio API, React, Node.js, JavaScript, ExpressJS, API, API Integration, Web Application, +2"
Shopify Tax Setup Expert Needed,Hourly: $12.00 - $27.00,N/A,Intermediate,"Web Development, Shopify, Accounting, Shopify Templates, Bookkeeping"
[$250] Web - Chat - Screen is shaking when scrolling while user edit a comment between 2 tabs #54733 - Expensify,Fixed price,"Est. budget:
$250.00",Intermediate,
Expert Binance Protocol Consultant Needed for Emergency Withdrawal,Fixed price,"Est. budget:
$150.00",Expert,"Cryptocurrency, Blockchain, Python, Encryption"
AI solution consultation,Hourly,N/A,Intermediate,"Back-End Development, Machine Learning, Data Science, TensorFlow, Computer Vision, Java, Python, +8"
Wordpress Elementor Consultation,Hourly: $30.00 - $30.00,N/A,Intermediate,"Web Development, WordPress, Elementor"
Project Portfolio Dashboard Development,Fixed price,"Est. budget:
$50.00",Intermediate,"JavaScript, Web Design, HTML, CSS, Python"
Seeking a Freelance Web Developer,Fixed price,"Est. budget:
$170.00",Expert,"Web Development, WordPress, JavaScript, HTML, PHP, CSS, Web Design"
Custom Multi-Step Online Questionnaire with Resume Functionality & Scoring,Fixed price,"Est. budget:
$700.00",Expert,"MySQL, PHP, Python"
Finish Social Blaze,Fixed price,"Est. budget:
$5,845.00",Expert,PHP
Frontend Developer Needed for Homepage Update,Fixed price,"Est. budget:
$40.00",Intermediate,"HTML, CSS, WordPress, JavaScript, Web Design"
Mobile App Developer Needed,Fixed price,"Est. budget:
$1,500.00",Intermediate,"Mobile App Development, Android, Smartphone, iOS, User Profile Creation"
Go High Level & WordPress Form Integration Specialist,Hourly,N/A,Intermediate,"Web Development, WordPress, PHP, JavaScript, API"
Token integration,Hourly,N/A,Intermediate,"NFT Minting, Layer 2 Blockchain, Solidity, NFT Marketplace, DeFi, Blockchain, DApps, Whitelisting, +1"
Wordpress SolarOne Theme Setup,Hourly,N/A,Intermediate,"Web Development, WordPress, Web Design, HTML, WordPress Theme"
Build website on Gohighlevel,Hourly: $3.00 - $15.00,N/A,Entry Level,"Web Development, HTML"
Lawyer Webflow Website Design Only,Fixed price,"Est. budget:
$200.00",Intermediate,"Prototyping, Adobe Illustrator, Figma, Web Design, Webflow"
WordPress Template Customization Expert Needed,Hourly: $14.00 - $28.00,N/A,Intermediate,"Web Development, WordPress, CSS, HTML, PHP"
Website Scraper Development for Internal Linking,Hourly,N/A,Intermediate,"Web Development, PHP, JavaScript, HTML, Data Scraping, API, AI Bot"
ERPNext Developer for multiple requirement(Long term),Hourly,N/A,Expert,"Web Development, Python, ERPNext"
PHP-Quick Job for Today-Ranomizer-CSV or TAB randomize columns 4 each row &output back 2 CSV or TAB,Fixed price,"Est. budget:
$20.00",Entry Level,PHP
Android Developer expert in browser APIs & network calls,Hourly: $20.00 - $40.00,N/A,Expert,Android App Development
Fullstack Dev (Django & React) To Help with integrating API's,Fixed price,"Est. budget:
$200.00",Expert,"API, Django, JavaScript, React"
Remote Web Developer,Hourly: $39.00 - $70.00,N/A,Entry Level,"Git, HTML, JavaScript, CSS"
AI Product Recommendation Engine Development,Fixed price,"Est. budget:
$3,000.00",Expert,"Artificial Intelligence, Data Science, Machine Learning"
Rukovoditel Project Experts,Hourly,N/A,Expert,"Web Development, MySQL, Symfony, PHP, HTML, CSS"
WordPress Website Development for Data Science Startup (Budget-Friendly Opportunity),Hourly,N/A,Intermediate,"WordPress, Web Design, JavaScript, CSS, HTML"
Ecommerce Website Development for Home Decor Store,Fixed price,"Est. budget:
$50.00",Intermediate,"Web Development, Shopify, WooCommerce, Web Design, Magento"
Shopify lister,Hourly: $3.00 - $8.00,N/A,Entry Level,"Shopify, Product Listings, Customer Service, Shopify Apps, Administrative Support"
Shopify Developer,Hourly: $20.00 - $40.00,N/A,Expert,"Web Development, Ecommerce Website Development, Shopify, Shopify Templates, CSS, HTML, +4"
Website Update for Personal Portfolio,Fixed price,"Est. budget:
$150.00",Intermediate,"Web Development, Web Design, Visual Communication"
Seeking Experienced Wix Studio Developer for Custom Website Projects,Hourly: $4.00 - $6.00,N/A,Intermediate,"Web Development, User Flow, Landing Page, Website Redesign, Custom Web Design, Wix, Web Design, +3"
Webhooks Expert Needed to Connect Expandi Data to Google Sheets Dashboard,Fixed price,"Est. budget:
$100.00",Intermediate,"Spreadsheet Automation, Automation, API Integration, Dashboard, Business Process Automation, Google Sheets"
Full-Stack JavaScript Developer Needed for Web App Redesign,Hourly,N/A,Intermediate,"Web Development, JavaScript, CSS, HTML, Web Application"
Freelance Shopify Plus & Email Marketing Manager,Hourly: $20.00 - $30.00,N/A,Intermediate,"Shopify Plus, Email Marketing"
"CUDA developer ,C/C++ - 4 month project - 15 Positions",Hourly: $8.00 - $35.00,N/A,Expert,"C++, C, CUDA"
Creation of Siae Ticket Office to be integrated into an event app,Fixed price,"Est. budget:
$2,000.00",Intermediate,"AI Development, Web Development, Web Application, API, API Integration, Graphic Design, Web Design, +2"
Wordpress Backend Developer,Hourly: $10.00 - $20.00,N/A,Expert,"WordPress, PHP, API, JavaScript, CSS, Ecommerce Website, Database"
Make some changes to a web flow website,Fixed price,"Est. budget:
$120.00",Expert,"Web Development, Web Design, PHP, HTML, JavaScript, CSS, Webflow, HTML5"
Payroll Process Automation Specialist,Hourly: $20.00 - $40.00,N/A,Intermediate,"Payroll Accounting, Microsoft Excel, Data Entry, Administrative Support"
Expert Mobile App Developer for Matrimonial Business,Fixed price,"Est. budget:
$500.00",Expert,"Mobile App Development, Android, iOS, Smartphone, JavaScript"
WPF Developer (C#),Hourly: $16.00 - $25.00,N/A,Intermediate,"Microsoft Visual Studio, Microsoft Windows, Azure DevOps, Windows Presentation Foundation, C#, +13"
Monday.com CRM Consultant,Hourly: $35.00 - $90.00,N/A,Intermediate,"CRM Software, Project Management, Project Workflows, API, Accounting Software"
Website Review Specialist Needed for Quick Analysis,Fixed price,"Est. budget:
$15.00",Intermediate,"Web Development, JavaScript, Python, PHP, UI/UX Prototyping, WordPress, Shopify, Figma, +7"
Low Code/No Code API Integration with Make.com and GoHighLevel,Fixed price,"Est. budget:
$400.00",Intermediate,"PHP, JavaScript, API, Python, HTML"
AI Expert Needed for Innovative Budgeting App Development,Hourly,N/A,Intermediate,"Mobile App Development, API Integration, iOS, Android, Python, Artificial Intelligence, +2"
Unreal engine fighting game,Hourly: $25.00 - $43.00,N/A,Expert,
Python/Blockchain developer for crypto trading project (6-12 months contract),Hourly: $15.00 - $25.00,N/A,Intermediate,"Cryptocurrency, Blockchain, Python, API"
Experienced Make.com Integration Specialist Needed,Fixed price,"Est. budget:
$100.00",Expert,"Web Development, Node.js, API Integration, Make.com, Database Design"
iOS Developer Needed for Street Parking App,Hourly: $15.00 - $30.00,N/A,Intermediate,"iOS Development, iOS, Swift, Smartphone"
Experienced Full Stack Developer Needed for Dynamic Web Project,Hourly,N/A,Expert,"Web Development, JavaScript, WordPress, PHP, React, CSS, HTML, API, AngularJS, Web Application"
Assign Classes to Existing Transactions in QuickBooks Desktop,Fixed price,"Est. budget:
$500.00",Intermediate,"API, QuickBooks Enterprise, Intuit QuickBooks, SDK, Bookkeeping, Data Analysis"
Personal Blog Setup for Thought Sharing,Fixed price,"Est. budget:
$100.00",Intermediate,"Web Development, Search Engine Optimization, SEO Writing, Blog Writing, Content Writing, Web Design, +1"
Enhance Existing Online Workshop Calendar with E-commerce,Fixed price,"Est. budget:
$400.00",Intermediate,"Custom Ecommerce Platform Development, Landing Page, API Integration, PayPal, WordPress Plugin, +3"
Website Update for Small Business,Fixed price,"Est. budget:
$2,000.00",Intermediate,"Web Development, WordPress, Web Design, Graphic Design, HTML"
Full Stack Developer,Hourly,N/A,Intermediate,"Web Development, JavaScript, API Integration, CSS, Node.js, HTML, Web Application, React, PHP, +1"
1:1 Prayer Connection Forms Development,Hourly: $15.00 - $35.00,N/A,Intermediate,"Web Development, WordPress, Web Design, JavaScript, PHP"
Experienced Unity Developer Needed for Game Scene Updates and Deployments,Hourly: $30.00 - $45.00,N/A,Intermediate,"Game Development, Unity, Android, iOS"
Website Development for Business,Hourly: $15.00 - $30.00,N/A,Intermediate,"Web Development, WordPress, Web Design, Graphic Design, HTML"
Website Deployment and Renewal Setup,Fixed price,"Est. budget:
$100.00",Intermediate,"Web Development, Golang, Amazon Web Services, Linux System Administration"
Angular + .NET Specialist | Custom Web App Development,Fixed price,"Est. budget:
$100.00",Expert,"ASP.NET, jQuery, C#, ASP.NET MVC, .NET Framework, JavaScript, AngularJS, Bootstrap, API Integration"
Quick fix wordpress mixed SSL issue,Fixed price,"Est. budget:
$10.00",Entry Level,"Web Development, WordPress, PHP, SSL, HTML, CSS, JavaScript"
Web Developer Needed for Ongoing Support & Optimization,Hourly: $10.00 - $20.00,N/A,Intermediate,"Web Development, WordPress, JavaScript, HTML, CSS, Shopify"
